TempField;ValidVotes;AffiliationIdentifier/RegisteredName;PartijTK;%Key_ReportingUnitVotes_8F8DEF71A3FD2A41;Gemeente;ReportingUnitIdentifier;ReportingUnitIdentifier/Id
;10;partij voor de jeugd;Lokaal;12816;Haarlem;Stembureau Woningbouwvereniging Rosehaghe (postcode: 2013 DR);0392::SB8
;43;CDA;CDA;12816;Haarlem;Stembureau Woningbouwvereniging Rosehaghe (postcode: 2013 DR);0392::SB8
;13;TROTS;Lokaal;12816;Haarlem;Stembureau Woningbouwvereniging Rosehaghe (postcode: 2013 DR);0392::SB8
;13;Haarlem Plus;Lokaal;12816;Haarlem;Stembureau Woningbouwvereniging Rosehaghe (postcode: 2013 DR);0392::SB8
;97;SP (Socialistische Partij);Lokaal;12816;Haarlem;Stembureau Woningbouwvereniging Rosehaghe (postcode: 2013 DR);0392::SB8
;55;Actiepartij;Lokaal;12816;Haarlem;Stembureau Woningbouwvereniging Rosehaghe (postcode: 2013 DR);0392::SB8
;7;OPA;Lokaal;12816;Haarlem;Stembureau Woningbouwvereniging Rosehaghe (postcode: 2013 DR);0392::SB8
;31;Ouderen Partij Haarlem;Lokaal;12816;Haarlem;Stembureau Woningbouwvereniging Rosehaghe (postcode: 2013 DR);0392::SB8
;82;VVD;VVD;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;96;Partij van de Arbeid (P.v.d.A.);PvdA;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;114;GROENLINKS;GroenLinks;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;12;Sociaal Lokaal;Lokaal;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;11;partij voor de jeugd;Lokaal;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;44;Ouderen Partij Haarlem;Lokaal;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;16;TROTS;Lokaal;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;15;ChristenUnie;Christenunie;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;15;OPA;Lokaal;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;164;Democraten 66 (D66);D66;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;19;Haarlem Plus;Lokaal;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;55;CDA;CDA;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;103;SP (Socialistische Partij);Lokaal;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;79;Actiepartij;Lokaal;14414;Haarlem;Stembureau Speeltuin Klarenhof (postcode: 2013 RN);0392::SB9
;50;Ouderen Partij Haarlem;Lokaal;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;49;CDA;CDA;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;2;Sociaal Lokaal;Lokaal;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;81;Actiepartij;Lokaal;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;20;ChristenUnie;Christenunie;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;23;partij voor de jeugd;Lokaal;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;15;Haarlem Plus;Lokaal;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;10;OPA;Lokaal;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;19;TROTS;Lokaal;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;158;GROENLINKS;GroenLinks;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;103;VVD;VVD;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;119;SP (Socialistische Partij);Lokaal;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;153;Partij van de Arbeid (P.v.d.A.);PvdA;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;242;Democraten 66 (D66);D66;16012;Haarlem;Stembureau Buurtcentrum de Til (postcode: 2013 PZ);0392::SB10
;92;Partij van de Arbeid (P.v.d.A.);PvdA;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;78;CDA;CDA;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;90;VVD;VVD;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;30;Ouderen Partij Haarlem;Lokaal;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;51;Actiepartij;Lokaal;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;18;Haarlem Plus;Lokaal;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;77;GROENLINKS;GroenLinks;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;14;partij voor de jeugd;Lokaal;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;188;Democraten 66 (D66);D66;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;17;ChristenUnie;Christenunie;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;7;TROTS;Lokaal;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;8;OPA;Lokaal;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;8;Sociaal Lokaal;Lokaal;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;111;SP (Socialistische Partij);Lokaal;17610;Haarlem;"Stembureau Stichting 't Web (postcode: 2014 HE)";0392::SB11
;75;Partij van de Arbeid (P.v.d.A.);PvdA;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;28;ChristenUnie;Christenunie;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;12;TROTS;Lokaal;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;11;Haarlem Plus;Lokaal;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;18;OPA;Lokaal;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;10;partij voor de jeugd;Lokaal;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;102;SP (Socialistische Partij);Lokaal;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;37;Ouderen Partij Haarlem;Lokaal;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;57;CDA;CDA;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;59;VVD;VVD;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;59;GROENLINKS;GroenLinks;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;38;Actiepartij;Lokaal;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;4;Sociaal Lokaal;Lokaal;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;128;Democraten 66 (D66);D66;19208;Haarlem;Stembureau Pelgrimkerk (postcode: 2014 KB);0392::SB12
;84;SP (Socialistische Partij);Lokaal;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;278;Democraten 66 (D66);D66;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;28;Haarlem Plus;Lokaal;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;40;Ouderen Partij Haarlem;Lokaal;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;29;Actiepartij;Lokaal;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;152;VVD;VVD;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;22;TROTS;Lokaal;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;19;partij voor de jeugd;Lokaal;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;24;OPA;Lokaal;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;13;Sociaal Lokaal;Lokaal;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;32;ChristenUnie;Christenunie;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;144;Partij van de Arbeid (P.v.d.A.);PvdA;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;106;CDA;CDA;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;150;GROENLINKS;GroenLinks;20806;Haarlem;Stembureau Speeltuin Jeugdland (postcode: 2014 CN);0392::SB13
;94;GROENLINKS;GroenLinks;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;28;Actiepartij;Lokaal;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;64;SP (Socialistische Partij);Lokaal;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;11;TROTS;Lokaal;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;17;partij voor de jeugd;Lokaal;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;19;ChristenUnie;Christenunie;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;24;Ouderen Partij Haarlem;Lokaal;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;13;OPA;Lokaal;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;124;VVD;VVD;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;100;CDA;CDA;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;9;Sociaal Lokaal;Lokaal;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;9;Haarlem Plus;Lokaal;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;153;Democraten 66 (D66);D66;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;148;Partij van de Arbeid (P.v.d.A.);PvdA;22404;Haarlem;Stembureau Basisschool de Zuidwester (postcode: 2014 EB);0392::SB14
;92;CDA;CDA;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;75;Actiepartij;Lokaal;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;48;TROTS;Lokaal;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;16;Sociaal Lokaal;Lokaal;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;77;GROENLINKS;GroenLinks;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;89;Ouderen Partij Haarlem;Lokaal;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;14;partij voor de jeugd;Lokaal;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;57;Haarlem Plus;Lokaal;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;155;Partij van de Arbeid (P.v.d.A.);PvdA;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;85;VVD;VVD;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;22;ChristenUnie;Christenunie;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;165;Democraten 66 (D66);D66;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;7;OPA;Lokaal;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;172;SP (Socialistische Partij);Lokaal;24002;Haarlem;Stembureau Wijkcentrum het Broederhuis (postcode: 2032 TC);0392::SB15
;107;SP (Socialistische Partij);Lokaal;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;50;Haarlem Plus;Lokaal;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;90;Democraten 66 (D66);D66;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;33;TROTS;Lokaal;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;11;ChristenUnie;Christenunie;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;51;CDA;CDA;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;51;Actiepartij;Lokaal;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;2;OPA;Lokaal;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;62;GROENLINKS;GroenLinks;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;41;Ouderen Partij Haarlem;Lokaal;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;13;Sociaal Lokaal;Lokaal;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;7;partij voor de jeugd;Lokaal;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;76;Partij van de Arbeid (P.v.d.A.);PvdA;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;74;VVD;VVD;25600;Haarlem;Stembureau Wijkcentrum Oosterkerk (postcode: 2032 WC);0392::SB16
;107;GROENLINKS;GroenLinks;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;39;TROTS;Lokaal;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;28;ChristenUnie;Christenunie;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;48;Actiepartij;Lokaal;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;16;Sociaal Lokaal;Lokaal;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;77;CDA;CDA;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;17;partij voor de jeugd;Lokaal;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;19;Haarlem Plus;Lokaal;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;97;VVD;VVD;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;55;Ouderen Partij Haarlem;Lokaal;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;116;Partij van de Arbeid (P.v.d.A.);PvdA;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;130;SP (Socialistische Partij);Lokaal;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;4;OPA;Lokaal;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;137;Democraten 66 (D66);D66;27198;Haarlem;Stembureau Martin Luther Kingschool (postcode: 2032 KT);0392::SB17
;63;Partij van de Arbeid (P.v.d.A.);PvdA;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;78;CDA;CDA;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;25;TROTS;Lokaal;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;42;GROENLINKS;GroenLinks;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;11;ChristenUnie;Christenunie;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;11;Actiepartij;Lokaal;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;11;partij voor de jeugd;Lokaal;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;18;Sociaal Lokaal;Lokaal;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;2;OPA;Lokaal;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;44;Ouderen Partij Haarlem;Lokaal;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;52;Democraten 66 (D66);D66;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;65;SP (Socialistische Partij);Lokaal;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;9;Haarlem Plus;Lokaal;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;31;VVD;VVD;28796;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 TM);0392::SB18
;121;Partij van de Arbeid (P.v.d.A.);PvdA;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;26;Actiepartij;Lokaal;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;54;VVD;VVD;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;54;Democraten 66 (D66);D66;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;2;partij voor de jeugd;Lokaal;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;56;GROENLINKS;GroenLinks;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;23;TROTS;Lokaal;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;23;Haarlem Plus;Lokaal;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;10;ChristenUnie;Christenunie;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;17;OPA;Lokaal;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;152;Ouderen Partij Haarlem;Lokaal;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;24;Sociaal Lokaal;Lokaal;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;87;SP (Socialistische Partij);Lokaal;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;126;CDA;CDA;30394;Haarlem;Stembureau Reinaldahuis (postcode: 2033 TA);0392::SB19
;134;Democraten 66 (D66);D66;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;28;TROTS;Lokaal;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;30;Sociaal Lokaal;Lokaal;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;20;ChristenUnie;Christenunie;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;20;partij voor de jeugd;Lokaal;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;104;GROENLINKS;GroenLinks;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;52;VVD;VVD;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;37;Actiepartij;Lokaal;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;19;Haarlem Plus;Lokaal;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;67;CDA;CDA;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;67;Ouderen Partij Haarlem;Lokaal;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;145;Partij van de Arbeid (P.v.d.A.);PvdA;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;4;OPA;Lokaal;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;98;SP (Socialistische Partij);Lokaal;31992;Haarlem;Stembureau Basisschool de Zuiderpolder (postcode: 2033 CE);0392::SB20
;48;Actiepartij;Lokaal;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;42;Democraten 66 (D66);D66;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;12;Sociaal Lokaal;Lokaal;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;6;OPA;Lokaal;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;66;Partij van de Arbeid (P.v.d.A.);PvdA;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;56;VVD;VVD;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;34;GROENLINKS;GroenLinks;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;36;CDA;CDA;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;10;TROTS;Lokaal;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;29;SP (Socialistische Partij);Lokaal;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;21;ChristenUnie;Christenunie;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;22;Ouderen Partij Haarlem;Lokaal;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;13;Haarlem Plus;Lokaal;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;1;partij voor de jeugd;Lokaal;33590;Haarlem;Stembureau Buurthuis De Zuidparker (postcode: 2033 ZD);0392::SB21
;50;Democraten 66 (D66);D66;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;48;GROENLINKS;GroenLinks;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;33;Actiepartij;Lokaal;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;6;partij voor de jeugd;Lokaal;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;72;SP (Socialistische Partij);Lokaal;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;52;Partij van de Arbeid (P.v.d.A.);PvdA;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;10;Sociaal Lokaal;Lokaal;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;41;Ouderen Partij Haarlem;Lokaal;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;13;TROTS;Lokaal;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;9;ChristenUnie;Christenunie;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;9;Haarlem Plus;Lokaal;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;8;OPA;Lokaal;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;31;VVD;VVD;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;31;CDA;CDA;35188;Haarlem;Stembureau Blauwe Wetering (postcode: 2033 PZ);0392::SB22
;61;GROENLINKS;GroenLinks;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;30;Actiepartij;Lokaal;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;42;CDA;CDA;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;51;VVD;VVD;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;20;TROTS;Lokaal;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;62;Partij van de Arbeid (P.v.d.A.);PvdA;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;15;ChristenUnie;Christenunie;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;10;partij voor de jeugd;Lokaal;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;14;Sociaal Lokaal;Lokaal;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;57;Ouderen Partij Haarlem;Lokaal;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;95;SP (Socialistische Partij);Lokaal;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;9;Haarlem Plus;Lokaal;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;7;OPA;Lokaal;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;74;Democraten 66 (D66);D66;36786;Haarlem;Stembureau Speeltuinvereniging Kindervreugd (postcode: 2033 NH);0392::SB23
;96;Partij van de Arbeid (P.v.d.A.);PvdA;38384;Haarlem;Stembureau De Hamelink (postcode: 2033 LG);0392::SB24
;25;VVD;VVD;38384;Haarlem;Stembureau De Hamelink (postcode: 2033 LG);0392::SB24
