TempField;ValidVotes;AffiliationIdentifier/RegisteredName;PartijTK;%Key_ReportingUnitVotes_8F8DEF71A3FD2A41;Gemeente;ReportingUnitIdentifier;ReportingUnitIdentifier/Id
;5;GBSV CHAAM;Lokaal;1208;AlphenChaam;Stembureau De Hoogt (postcode: 5131 AJ);1723::SB2
;54;VVD;VVD;1796;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB3
;10;Gemeenschaps Belangen Alphen (GBA);Lokaal;1796;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB3
;13;Gemeentebelangen Galder-Strijbeek-Ulvenhout A.C.;Lokaal;1796;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB3
;336;CDA;CDA;1796;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB3
;646;GBSV CHAAM;Lokaal;1796;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB3
;75;VVD;VVD;2384;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB4
;367;CDA;CDA;2384;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB4
;19;Gemeentebelangen Galder-Strijbeek-Ulvenhout A.C.;Lokaal;2384;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB4
;24;Gemeenschaps Belangen Alphen (GBA);Lokaal;2384;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB4
;619;GBSV CHAAM;Lokaal;2384;AlphenChaam;Stembureau De Geerhof (postcode: 4861 AR);1723::SB4
;45;VVD;VVD;2972;AlphenChaam;Stembureau De Leeuwerik (postcode: 4855 AK);1723::SB5
;305;Gemeentebelangen Galder-Strijbeek-Ulvenhout A.C.;Lokaal;2972;AlphenChaam;Stembureau De Leeuwerik (postcode: 4855 AK);1723::SB5
;8;Gemeenschaps Belangen Alphen (GBA);Lokaal;2972;AlphenChaam;Stembureau De Leeuwerik (postcode: 4855 AK);1723::SB5
;8;GBSV CHAAM;Lokaal;2972;AlphenChaam;Stembureau De Leeuwerik (postcode: 4855 AK);1723::SB5
;306;CDA;CDA;2972;AlphenChaam;Stembureau De Leeuwerik (postcode: 4855 AK);1723::SB5
;57;CDA;CDA;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;21;Amersfoort 2014;Lokaal;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;22;Amersfoort Anders;Lokaal;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;124;SP (Socialistische Partij);Lokaal;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;100;VVD;VVD;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;55;Burger Partij Amersfoort (BPA);Lokaal;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;130;Partij van de Arbeid (P.v.d.A.);PvdA;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;9;OPA;Lokaal;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;8;Belangen Gemeenschap (BGA);Lokaal;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;237;Democraten 66 (D66);D66;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;146;GROENLINKS;GroenLinks;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;76;ChristenUnie;Christenunie;1490;Amersfoort;Stembureau oude stadhuis;0307::SB1
;61;GROENLINKS;GroenLinks;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;61;CDA;CDA;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;60;VVD;VVD;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;12;Amersfoort 2014;Lokaal;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;51;Partij van de Arbeid (P.v.d.A.);PvdA;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;44;SP (Socialistische Partij);Lokaal;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;16;Amersfoort Anders;Lokaal;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;41;Burger Partij Amersfoort (BPA);Lokaal;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;35;ChristenUnie;Christenunie;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;0;Belangen Gemeenschap (BGA);Lokaal;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;8;OPA;Lokaal;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;126;Democraten 66 (D66);D66;2948;Amersfoort;Stembureau Ichthuskerk;0307::SB2
;25;Amersfoort 2014;Lokaal;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;49;ChristenUnie;Christenunie;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;109;GROENLINKS;GroenLinks;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;71;SP (Socialistische Partij);Lokaal;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;2;OPA;Lokaal;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;2;Belangen Gemeenschap (BGA);Lokaal;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;102;VVD;VVD;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;57;Burger Partij Amersfoort (BPA);Lokaal;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;252;Democraten 66 (D66);D66;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;24;Amersfoort Anders;Lokaal;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;38;CDA;CDA;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;74;Partij van de Arbeid (P.v.d.A.);PvdA;4406;Amersfoort;Stembureau de Gerfkamer;0307::SB3
;92;GROENLINKS;GroenLinks;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;27;Amersfoort 2014;Lokaal;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;94;SP (Socialistische Partij);Lokaal;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;44;ChristenUnie;Christenunie;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;44;Burger Partij Amersfoort (BPA);Lokaal;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;16;OPA;Lokaal;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;29;Amersfoort Anders;Lokaal;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;57;Partij van de Arbeid (P.v.d.A.);PvdA;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;152;Democraten 66 (D66);D66;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;32;CDA;CDA;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;70;VVD;VVD;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;5;Belangen Gemeenschap (BGA);Lokaal;5864;Amersfoort;Stembureau Armen de Poth;0307::SB4
;63;VVD;VVD;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;93;SP (Socialistische Partij);Lokaal;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;11;OPA;Lokaal;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;51;CDA;CDA;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;44;Burger Partij Amersfoort (BPA);Lokaal;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;81;ChristenUnie;Christenunie;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;20;Amersfoort 2014;Lokaal;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;22;Amersfoort Anders;Lokaal;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;79;GROENLINKS;GroenLinks;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;80;Belangen Gemeenschap (BGA);Lokaal;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;206;Partij van de Arbeid (P.v.d.A.);PvdA;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;143;Democraten 66 (D66);D66;7322;Amersfoort;Stembureau schoolgebouw de Vlindervallei;0307::SB5
;129;Partij van de Arbeid (P.v.d.A.);PvdA;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;75;SP (Socialistische Partij);Lokaal;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;99;Democraten 66 (D66);D66;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;51;GROENLINKS;GroenLinks;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;56;ChristenUnie;Christenunie;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;44;CDA;CDA;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;36;Belangen Gemeenschap (BGA);Lokaal;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;17;Amersfoort 2014;Lokaal;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;35;Burger Partij Amersfoort (BPA);Lokaal;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;19;OPA;Lokaal;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;38;VVD;VVD;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;8;Amersfoort Anders;Lokaal;8780;Amersfoort;Stembureau Adventkerk;0307::SB6
;53;ChristenUnie;Christenunie;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;46;Burger Partij Amersfoort (BPA);Lokaal;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;46;Belangen Gemeenschap (BGA);Lokaal;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;18;OPA;Lokaal;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;52;VVD;VVD;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;52;CDA;CDA;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;10;Amersfoort Anders;Lokaal;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;105;SP (Socialistische Partij);Lokaal;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;186;Partij van de Arbeid (P.v.d.A.);PvdA;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;24;Amersfoort 2014;Lokaal;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;32;GROENLINKS;GroenLinks;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;111;Democraten 66 (D66);D66;10238;Amersfoort;Stembureau verpleeghuis St. Elisabeth;0307::SB7
;49;VVD;VVD;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;71;ChristenUnie;Christenunie;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;12;OPA;Lokaal;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;51;CDA;CDA;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;56;Belangen Gemeenschap (BGA);Lokaal;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;77;Democraten 66 (D66);D66;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;77;SP (Socialistische Partij);Lokaal;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;10;Amersfoort Anders;Lokaal;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;29;Burger Partij Amersfoort (BPA);Lokaal;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;22;GROENLINKS;GroenLinks;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;13;Amersfoort 2014;Lokaal;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;138;Partij van de Arbeid (P.v.d.A.);PvdA;11696;Amersfoort;Stembureau schoolgebouw de Tinne;0307::SB8
;50;VVD;VVD;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;78;Democraten 66 (D66);D66;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;27;Belangen Gemeenschap (BGA);Lokaal;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;25;GROENLINKS;GroenLinks;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;30;Amersfoort 2014;Lokaal;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;46;CDA;CDA;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;104;ChristenUnie;Christenunie;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;14;OPA;Lokaal;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;17;Amersfoort Anders;Lokaal;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;112;Partij van de Arbeid (P.v.d.A.);PvdA;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;55;Burger Partij Amersfoort (BPA);Lokaal;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;108;SP (Socialistische Partij);Lokaal;13154;Amersfoort;Stembureau de Bron I;0307::SB9
;107;Partij van de Arbeid (P.v.d.A.);PvdA;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;25;Belangen Gemeenschap (BGA);Lokaal;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;49;CDA;CDA;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;33;Burger Partij Amersfoort (BPA);Lokaal;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;66;ChristenUnie;Christenunie;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;34;GROENLINKS;GroenLinks;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;15;OPA;Lokaal;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;41;VVD;VVD;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;13;Amersfoort Anders;Lokaal;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;79;SP (Socialistische Partij);Lokaal;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;87;Democraten 66 (D66);D66;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;31;Amersfoort 2014;Lokaal;14612;Amersfoort;Stembureau de Bron II;0307::SB10
;90;Democraten 66 (D66);D66;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;18;Amersfoort 2014;Lokaal;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;66;CDA;CDA;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;66;ChristenUnie;Christenunie;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;56;Belangen Gemeenschap (BGA);Lokaal;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;47;Burger Partij Amersfoort (BPA);Lokaal;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;20;Amersfoort Anders;Lokaal;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;34;OPA;Lokaal;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;43;VVD;VVD;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;32;GROENLINKS;GroenLinks;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;74;SP (Socialistische Partij);Lokaal;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;119;Partij van de Arbeid (P.v.d.A.);PvdA;16070;Amersfoort;Stembureau woon- en zorgcenrum de Liendert;0307::SB11
;73;Democraten 66 (D66);D66;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;49;ChristenUnie;Christenunie;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;28;Amersfoort 2014;Lokaal;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;99;SP (Socialistische Partij);Lokaal;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;42;VVD;VVD;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;81;Partij van de Arbeid (P.v.d.A.);PvdA;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;23;GROENLINKS;GroenLinks;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;59;Burger Partij Amersfoort (BPA);Lokaal;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;22;OPA;Lokaal;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;22;Belangen Gemeenschap (BGA);Lokaal;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;19;Amersfoort Anders;Lokaal;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;32;CDA;CDA;17528;Amersfoort;Stembureau sporthal Rustenburg;0307::SB12
;117;Democraten 66 (D66);D66;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;45;Amersfoort 2014;Lokaal;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;114;CDA;CDA;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;109;VVD;VVD;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;36;GROENLINKS;GroenLinks;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;36;OPA;Lokaal;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;22;Amersfoort Anders;Lokaal;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;95;SP (Socialistische Partij);Lokaal;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;70;Partij van de Arbeid (P.v.d.A.);PvdA;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;0;Belangen Gemeenschap (BGA);Lokaal;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;80;Burger Partij Amersfoort (BPA);Lokaal;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;167;ChristenUnie;Christenunie;18986;Amersfoort;Stembureau Burgemeester Molendijkflat;0307::SB13
;26;CDA;CDA;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;61;Democraten 66 (D66);D66;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;12;Burger Partij Amersfoort (BPA);Lokaal;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;18;VVD;VVD;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;56;SP (Socialistische Partij);Lokaal;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;44;ChristenUnie;Christenunie;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;44;Belangen Gemeenschap (BGA);Lokaal;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;17;GROENLINKS;GroenLinks;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;9;OPA;Lokaal;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;7;Amersfoort Anders;Lokaal;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;7;Amersfoort 2014;Lokaal;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;125;Partij van de Arbeid (P.v.d.A.);PvdA;20444;Amersfoort;Stembureau sporthal Schuilenburg;0307::SB14
;69;SP (Socialistische Partij);Lokaal;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;82;Democraten 66 (D66);D66;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;30;Burger Partij Amersfoort (BPA);Lokaal;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;42;CDA;CDA;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;72;ChristenUnie;Christenunie;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;72;Belangen Gemeenschap (BGA);Lokaal;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;15;OPA;Lokaal;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;15;Amersfoort 2014;Lokaal;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;10;Amersfoort Anders;Lokaal;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;29;VVD;VVD;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;38;GROENLINKS;GroenLinks;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;161;Partij van de Arbeid (P.v.d.A.);PvdA;21902;Amersfoort;Stembureau ABC school het Scala;0307::SB15
;122;VVD;VVD;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;94;ChristenUnie;Christenunie;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;30;Burger Partij Amersfoort (BPA);Lokaal;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;109;CDA;CDA;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;104;Democraten 66 (D66);D66;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;29;OPA;Lokaal;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;29;SP (Socialistische Partij);Lokaal;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;35;GROENLINKS;GroenLinks;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;13;Amersfoort 2014;Lokaal;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;38;Partij van de Arbeid (P.v.d.A.);PvdA;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;4;Belangen Gemeenschap (BGA);Lokaal;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;9;Amersfoort Anders;Lokaal;23360;Amersfoort;Stembureau de Schuilenburght;0307::SB16
;134;Democraten 66 (D66);D66;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;63;VVD;VVD;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;50;Burger Partij Amersfoort (BPA);Lokaal;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;82;GROENLINKS;GroenLinks;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;90;Partij van de Arbeid (P.v.d.A.);PvdA;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;45;CDA;CDA;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;75;ChristenUnie;Christenunie;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;30;OPA;Lokaal;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;21;Amersfoort Anders;Lokaal;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;24;Amersfoort 2014;Lokaal;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;31;Belangen Gemeenschap (BGA);Lokaal;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;137;SP (Socialistische Partij);Lokaal;24818;Amersfoort;Stembureau prins Willem III-flat;0307::SB17
;69;GROENLINKS;GroenLinks;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;61;Partij van de Arbeid (P.v.d.A.);PvdA;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;28;Burger Partij Amersfoort (BPA);Lokaal;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;28;Amersfoort 2014;Lokaal;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;47;CDA;CDA;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;40;SP (Socialistische Partij);Lokaal;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;14;OPA;Lokaal;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;59;VVD;VVD;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;3;Belangen Gemeenschap (BGA);Lokaal;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;7;Amersfoort Anders;Lokaal;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;144;Democraten 66 (D66);D66;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;144;ChristenUnie;Christenunie;26276;Amersfoort;Stembureau kerkgebouw de Kandelaar;0307::SB18
;92;CDA;CDA;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;69;GROENLINKS;GroenLinks;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;99;Partij van de Arbeid (P.v.d.A.);PvdA;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;42;Burger Partij Amersfoort (BPA);Lokaal;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;18;OPA;Lokaal;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;18;Belangen Gemeenschap (BGA);Lokaal;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;15;Amersfoort Anders;Lokaal;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;14;Amersfoort 2014;Lokaal;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;57;VVD;VVD;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;124;ChristenUnie;Christenunie;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;100;SP (Socialistische Partij);Lokaal;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;137;Democraten 66 (D66);D66;27734;Amersfoort;Stembureau woon- en zorgcentrum Nijenstede;0307::SB19
;63;CDA;CDA;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;82;Democraten 66 (D66);D66;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;18;Amersfoort Anders;Lokaal;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;52;GROENLINKS;GroenLinks;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;36;VVD;VVD;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;118;Partij van de Arbeid (P.v.d.A.);PvdA;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;118;SP (Socialistische Partij);Lokaal;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;35;Belangen Gemeenschap (BGA);Lokaal;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;19;OPA;Lokaal;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;58;Burger Partij Amersfoort (BPA);Lokaal;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;32;Amersfoort 2014;Lokaal;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;115;ChristenUnie;Christenunie;29192;Amersfoort;Stembureau wijkcentrum het Klokhuis;0307::SB20
;69;ChristenUnie;Christenunie;30650;Amersfoort;Stembureau sportfondsenbad;0307::SB21
;107;Partij van de Arbeid (P.v.d.A.);PvdA;30650;Amersfoort;Stembureau sportfondsenbad;0307::SB21
;50;CDA;CDA;30650;Amersfoort;Stembureau sportfondsenbad;0307::SB21
;82;VVD;VVD;30650;Amersfoort;Stembureau sportfondsenbad;0307::SB21
;18;OPA;Lokaal;30650;Amersfoort;Stembureau sportfondsenbad;0307::SB21
;17;Amersfoort Anders;Lokaal;30650;Amersfoort;Stembureau sportfondsenbad;0307::SB21
;85;SP (Socialistische Partij);Lokaal;30650;Amersfoort;Stembureau sportfondsenbad;0307::SB21
